arquivo;algoritmo;estrutura;execucao;tempo_ms
sample500-99800.gr;FLOYDWARSHALL;LISTA;11;7116,9711
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;1;7636,5569
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;2;6434,2969
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;3;10354,6487
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;4;7776,0961
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;5;6215,8125
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;6;6129,8255
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;7;6471,9840
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;8;6117,4883
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;9;6666,9694
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;10;6029,4513
sample500-99800.gr;FLOYDWARSHALL;MATRIZ;11;6123,5167
